PLOTID,IDENT,elev,perSlope,aspect,Northness,Sdclass,Rockiness,VallyBotFlat,topowet,PPTann,pptColdQtr,pptWarmQtr,cvTemp,TempColdMin,TempColdMean,TempWarmMean,cvRad,annMeanRad,miAnnMean,miColdQtr,miWarmQtr,T0,T1,T2,GeolID,GeolClass,SOIL,K,Thor,Uran,THtoK,TotalC,ALA,ARE,ARO,BAX,CAM,GON,LEU,MEL,OBL,OVA,PAU,RAD,RUB,SAB,SER,VER,VIC,VIMcyg,VIMvim,WIL
327,H1,293.918334,12.24284625,267.692199,-0.040267836,100,5,0.00,11.96,724,250,108,145,31,77,183,45,156,66.00,31.00,19.00,4346.28,6784.17,8433.62,3417,Qrcp, ,0.37,0.36,5.14,0.13,958.72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,H2,318.542663,13.46026125,247.982925,-0.374882891,100,5,0.54,9.24,747,260,110,146,30,76,182,45,156,67.00,30.00,20.00,2860.29,5189.76,8073.05,2688,Ssr, ,0.81,2.79,5.03,2.25,1043.64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,H3,317.651672,13.00277375,298.19461,0.472467856,100,5,0.00,11.00,749,262,111,146,30,75,182,45,156,67.00,30.00,20.00,6898.71,7345.19,7242.53,2688,Ssr, ,0.23,2.26,2.81,0.51,992.79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,H4,312.788208,16.302285,303.778442,0.555982912,100,5,0.00,12.90,749,262,111,146,30,75,182,45,156,67.00,30.00,20.00,7482.63,8210.43,7269.33,2688,Ssr, ,0.17,2.15,3.52,0.36,973.81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,H5,306.949371,15.74127625,329.734497,0.863699163,100,5,0.00,8.26,747,261,110,146,30,76,182,45,156,67.00,30.00,20.00,9661.94,8310.37,5233.35,2688,Ssr, ,0.10,0.15,6.62,0.01,898.20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,I1,347.864562,44.76207,219.606231,-0.770443917,100,0,0.00,7.28,783,280,112,148,29,75,182,46,155,68.00,29.03,20.25,1450.78,3220.02,6460.10,2688,Ssr, ,-0.66,4.95,4.03,-3.24,848.52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,I2,343.432769,29.591595,234.06398,-0.586881488,100,0,0.00,11.45,787,281,112,148,29,75,182,46,155,68.00,29.00,20.00,2008.74,4170.18,7320.07,2688,Ssr, ,-0.30,1.31,5.30,-0.40,838.87,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,I3,333.184936,49.03793,306.820129,0.599304872,100,0,0.00,6.78,781,280,111,148,30,76,183,46,156,67.49,29.51,20.00,7656.72,7563.67,6493.10,2688,Ssr, ,-0.12,1.44,5.27,-0.17,840.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,I4,333.184936,49.03793,306.820129,0.599304872,100,0,0.00,6.78,781,280,111,148,30,76,183,46,156,67.49,29.51,20.00,7656.72,7563.67,6493.10,2688,Ssr, ,-0.12,1.44,5.27,-0.17,840.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,I5,333.184936,49.03793,306.820129,0.599304872,100,0,0.00,6.78,781,280,111,148,30,76,183,46,156,67.49,29.51,20.00,7656.72,7563.67,6493.10,2688,Ssr, ,-0.12,1.44,5.27,-0.17,840.67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,J1,261.871978,12.6571575,18.194391,0.950002623,100,0,0.00,11.68,777,284,108,149,30,78,186,46,156,66.00,30.00,19.00,10496.37,8219.04,4321.04,2688,Ssr, ,-0.65,5.21,3.13,-3.40,933.16,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
338,J2,261.871978,12.6571575,18.194391,0.950002623,100,0,0.00,11.68,777,284,108,149,30,78,186,46,156,66.00,30.00,19.00,10496.37,8219.04,4321.04,2688,Ssr, ,-0.65,5.21,3.13,-3.40,933.16,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
339,J3,265.881927,14.9900925,21.90842,0.927781431,100,0,0.00,11.55,778,284,108,149,30,78,186,46,156,67.00,30.00,19.00,10287.73,8251.82,4571.28,2688,Ssr, ,-0.65,5.21,3.13,-3.40,933.16,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
340,J4,272.446136,14.454205,19.248634,0.94409688,100,0,0.00,11.69,783,286,108,149,30,77,186,46,156,67.00,30.00,19.00,10441.56,8231.80,4382.67,2688,Ssr, ,-0.54,0.09,2.66,-0.05,926.43,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
341,J5,280.858123,14.75023125,21.348426,0.931383877,100,0,0.00,11.56,787,287,109,149,30,77,185,46,156,67.00,30.00,19.00,10321.98,8249.09,4530.99,2688,Ssr, ,-0.10,-1.51,3.70,0.15,920.84,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
342,K1,518.821166,70.26405,218.313705,-0.784628099,100,0,0.00,6.34,855,306,122,151,23,65,175,46,154,71.00,22.39,24.20,1347.31,3202.64,5806.09,2688,Ssr, ,-0.06,-1.78,5.11,0.11,860.62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,K2,518.821166,70.26405,218.313705,-0.784628099,100,0,0.00,6.34,855,306,122,151,23,65,175,46,154,71.00,22.39,24.20,1347.31,3202.64,5806.09,2688,Ssr, ,-0.06,-1.78,5.11,0.11,860.62,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,K3,545.600219,93.36809,205.88095,-0.899702959,100,0,0.00,7.72,861,307,123,151,22,64,174,46,154,71.00,22.28,24.72,1320.94,2481.04,5026.05,2688,Ssr, ,0.33,3.90,3.84,1.27,878.04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,K4,545.600219,93.36809,205.88095,-0.899702959,100,0,0.00,7.72,861,307,123,151,22,64,174,46,154,71.00,22.28,24.72,1320.94,2481.04,5026.05,2688,Ssr, ,0.33,3.90,3.84,1.27,878.04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,K5,545.600219,93.36809,205.88095,-0.899702959,100,0,0.00,7.72,861,307,123,151,22,64,174,46,154,71.00,22.28,24.72,1320.94,2481.04,5026.05,2688,Ssr, ,0.33,3.90,3.84,1.27,878.04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,L1,585.618957,33.10458,43.429065,0.726226032,100,0,0.00,6.62,902,316,131,148,20,60,167,46,152,73.00,20.00,29.00,8487.46,8238.43,6235.50,3606,Ssr, ,-0.10,0.39,2.97,-0.04,696.29,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
348,BARK1,475.022827,35.972835,298.977874,0.484471831,5,95,0.00,6.87,841,301,120,151,24,67,177,46,155,70.00,24.00,23.85,6724.56,7879.55,7436.17,2688,Ssr, ,0.28,2.21,2.19,0.62,572.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
349,BARK2,510.100616,19.91814875,298.415802,0.475866795,10,90,0.00,10.75,857,304,124,151,22,64,174,46,154,71.00,22.00,25.00,6868.91,7983.10,7545.17,2688,Ssr, ,0.26,2.89,2.46,0.75,556.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
350,BARK3,510.100616,19.91814875,298.415802,0.475866795,10,90,0.00,10.75,857,304,124,151,22,64,174,46,154,71.00,22.00,25.00,6868.91,7983.10,7545.17,2688,Ssr, ,0.26,2.89,2.46,0.75,556.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
351,BARK4,445.052246,38.9789325,307.534729,0.609242197,5,95,0.00,8.80,835,300,119,151,25,68,178,46,155,70.00,24.92,23.00,7776.47,8231.76,6988.03,2688,Ssr, ,0.21,1.78,2.81,0.37,592.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
352,DC1,244.257797,0.739329141,358.024566,0.999405699,100,0,4.97,18.09,758,277,105,149,31,79,188,45,157,66.00,31.00,18.00,10889.90,8021.99,3641.66,3417,Qrcp, ,-0.32,7.50,0.67,-2.38,890.01,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
353,N1,245.066482,5.648604375,52.195751,0.612965649,100,0,1.47,9.66,714,249,106,145,32,79,185,45,157,65.00,32.00,18.00,7796.32,8233.08,6968.25,3990,Dg400, ,0.43,3.67,5.95,1.57,1008.29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,N2,262.239624,6.006355,61.914661,0.470786145,100,0,1.50,14.38,706,243,107,144,32,78,183,45,157,66.00,32.00,19.00,7020.39,8120.63,7640.92,3990,Dg400, ,0.69,6.29,0.63,4.37,1196.06,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,DC2,247.943893,2.094257031,0.757705,0.999912558,100,0,2.57,11.58,704,244,106,145,32,79,185,45,157,65.00,32.00,18.00,10879.11,8002.58,3614.77,3990,Dg400, ,1.10,9.96,4.40,10.96,1137.26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
356,DC3,253.769317,13.14561,70.925041,0.32680488,100,40,0.00,8.14,726,255,107,145,32,79,185,45,156,66.00,32.00,19.00,6252.73,7869.26,8088.00,3990,Dg400, ,1.53,10.80,4.53,16.52,1238.58,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
357,DC4,238.329574,4.046237188,335.233581,0.908023163,100,5,1.73,12.32,717,252,105,146,32,80,186,45,157,65.00,32.00,18.00,10098.68,8284.55,4787.89,3857,Czss, ,-0.13,23.23,4.85,-3.12,1761.57,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
358,DC5,238.227447,2.352727813,346.457702,0.972197317,100,5,2.42,11.21,712,250,105,145,32,80,186,45,157,65.00,32.00,18.00,10697.19,8166.91,4056.05,3990,Dg400, ,0.58,24.55,4.62,14.31,1824.84,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
359,DC6,225.493011,1.578809219,297.584136,0.463050646,100,0,4.61,11.82,712,252,104,146,33,80,187,45,157,65.00,33.00,18.00,6852.67,7339.43,7284.44,3857,Czss, ,-0.36,-1.66,5.39,0.60,871.81,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
360,DC7,225.363662,0.145104141,278.318023,0.14466746,100,0,4.91,15.09,711,251,104,146,33,80,187,45,157,65.00,33.00,18.00,5309.34,7433.57,8425.95,3417,Qrcp,sandy clay,-0.32,5.40,2.42,-1.70,819.44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,DC8,237.437973,1.107717344,243.759826,-0.442134874,100,0,2.73,14.62,743,267,105,147,32,80,187,45,157,66.00,32.00,18.00,2602.93,4852.65,7757.68,3417,Qrcp, ,-0.45,5.54,0.01,-2.52,1115.15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
362,DC9,256.3768,2.453542656,23.095048,0.919855403,100,0,2.87,11.98,768,281,107,149,31,78,187,46,156,66.00,31.00,18.00,10213.81,8269.65,4658.72,2688,Ssr,sandy clay loam,-0.30,3.41,3.70,-1.03,715.00,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
363,DC10,236.02098,3.414946875,174.910614,-0.996057516,100,0,4.43,10.55,741,270,104,149,31,80,188,45,157,65.00,31.00,18.00,1350.90,1752.26,4534.38,2688,Ssr, ,-0.60,2.99,2.53,-1.80,862.88,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
364,O1,693.627929,1.318366094,320.430023,0.770847147,100,15,0.00,9.94,959,336,140,151,16,53,162,46,151,76.00,16.00,33.53,8477.57,8042.24,5885.02,2688,Ssr, ,0.34,3.37,0.06,1.14,558.33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,DC11,523.012268,36.813065,152.876922,-0.890029245,100,10,0.00,9.62,864,305,126,150,22,63,172,46,154,72.00,21.97,26.05,1410.77,2663.37,5699.51,2688,Ssr, ,0.51,13.92,0.92,7.09,1081.60,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
366,P1,635.114074,34.12313,257.76947,-0.211845582,100,0,0.00,7.38,910,314,136,148,19,57,165,46,152,75.00,19.00,32.00,3585.00,6210.16,8425.02,2688,Ssr, ,-0.64,0.11,6.45,-0.07,850.22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,ROS1,796.093566,133.67918,20.516403,0.936571891,10,95,0.00,5.16,1058,368,155,150,11,45,154,46,149,79.00,11.00,41.17,2545.17,1366.98,700.07,2688,Ssr, ,0.41,7.38,3.37,3.03,707.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
368,ROS4,774.333557,49.62772,43.5,0.725374371,15,85,0.00,6.49,1037,361,151,151,12,47,155,46,150,78.16,12.00,39.64,2721.21,2954.05,1425.41,2688,Ssr, ,0.11,6.13,2.29,0.65,548.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
369,ROS6,700.202453,70.62332,40.305561,0.76260555,15,85,0.00,7.73,993,346,145,151,14,50,159,46,151,77.00,14.00,37.00,8571.14,7996.42,3730.38,2688,Ssr, ,0.15,5.64,1.36,0.83,512.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
370,ROS7,740.055114,81.565175,49.34563,0.651494424,25,10,0.00,6.36,1050,366,153,151,11,46,154,46,149,78.45,11.66,39.97,6049.96,6328.54,3210.97,2688,Ssr, ,0.31,7.01,1.48,2.17,556.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
371,ROS9,755.414123,47.410435,233.863632,-0.589709103,70,5,0.00,7.18,982,343,144,151,15,51,160,46,151,76.89,14.11,35.89,1614.96,3500.66,4714.98,2688,Ssr, ,-0.08,7.27,1.78,-0.56,571.45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,ROS10,701.719665,24.38327,319.159667,0.756534897,70,5,0.00,7.45,964,337,141,151,16,53,162,46,151,76.00,16.00,34.00,8172.33,7901.30,5946.90,2688,Ssr, ,0.23,3.44,3.70,0.78,581.32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,BLK1,701.719665,24.38327,319.159667,0.756534897,100,0,0.00,7.45,964,337,141,151,16,53,162,46,151,76.00,16.00,34.00,8172.33,7901.30,5946.90,2688,Ssr,loamy sand,0.23,3.44,3.70,0.78,581.32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,BLK5,701.719665,24.38327,319.159667,0.756534897,100,0,0.00,7.45,964,337,141,151,16,53,162,46,151,76.00,16.00,34.00,8172.33,7901.30,5946.90,2688,Ssr,loamy sand,0.23,3.44,3.70,0.78,581.32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,BLK6,701.719665,24.38327,319.159667,0.756534897,100,0,0.00,7.45,964,337,141,151,16,53,162,46,151,76.00,16.00,34.00,8172.33,7901.30,5946.90,2688,Ssr,loamy sand,0.23,3.44,3.70,0.78,581.32,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
376,BLK7,701.719665,24.38327,319.159667,0.756534897,100,0,0.00,7.45,964,337,141,151,16,53,162,46,151,76.00,16.00,34.00,8172.33,7901.30,5946.90,2688,Ssr,loamy sand,0.23,3.44,3.70,0.78,581.32,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
377,BLK8,701.719665,24.38327,319.159667,0.756534897,100,0,0.00,7.45,964,337,141,151,16,53,162,46,151,76.00,16.00,34.00,8172.33,7901.30,5946.90,2688,Ssr,loamy sand,0.23,3.44,3.70,0.78,581.32,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
378,BLK9,701.719665,24.38327,319.159667,0.756534897,100,0,0.00,7.45,964,337,141,151,16,53,162,46,151,76.00,16.00,34.00,8172.33,7901.30,5946.90,2688,Ssr,loamy sand,0.23,3.44,3.70,0.78,581.32,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
379,BLK10,701.719665,24.38327,319.159667,0.756534897,100,0,0.00,7.45,964,337,141,151,16,53,162,46,151,76.00,16.00,34.00,8172.33,7901.30,5946.90,2688,Ssr,loamy sand,0.23,3.44,3.70,0.78,581.32,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,BLK11,701.719665,24.38327,319.159667,0.756534897,100,0,0.00,7.45,964,337,141,151,16,53,162,46,151,76.00,16.00,34.00,8172.33,7901.30,5946.90,2688,Ssr,loamy sand,0.23,3.44,3.70,0.78,581.32,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,BLK12-14,701.719665,24.38327,319.159667,0.756534897,100,0,0.00,7.45,964,337,141,151,16,53,162,46,151,76.00,16.00,34.00,8172.33,7901.30,5946.90,2688,Ssr,loamy sand,0.23,3.44,3.70,0.78,581.32,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,BLK15,701.719665,24.38327,319.159667,0.756534897,100,0,0.00,7.45,964,337,141,151,16,53,162,46,151,76.00,16.00,34.00,8172.33,7901.30,5946.90,2688,Ssr,loamy sand,0.23,3.44,3.70,0.78,581.32,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,Z1,639.131469,8.811645,278.426177,0.146534987,100,15,0.65,9.95,925,326,134,151,17,56,166,46,152,74.00,17.00,30.00,2676.40,5520.53,7540.62,2688,Ssr,sandy loam,0.16,3.11,3.40,0.50,831.81,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
384,Z2,417.323852,3.910328125,203.463165,-0.917316237,100,5,1.96,22.40,829,300,116,152,24,69,179,46,155,69.00,24.00,22.00,1415.49,2468.06,5441.09,2688,Ssr,loam,-0.03,0.18,3.21,0.00,636.54,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
385,Z3,458.609313,7.542063125,268.845275,-0.020152389,100,0,0.00,9.54,842,303,119,152,23,67,177,46,155,70.00,23.00,23.00,3001.28,5610.94,7875.70,2688,Ssr,loamy sand,0.00,2.96,2.89,0.00,685.67,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
386,Z4,368.577667,1.796068438,120.547988,-0.508259841,100,0,2.94,8.78,799,289,112,151,26,72,182,45,156,68.00,26.00,20.00,2359.63,4950.47,7910.13,2688,Ssr,loamy sand,0.07,1.51,1.86,0.11,714.58,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
387,Z5,259.976745,17.58585875,180.550582,-0.999953829,100,0,0.00,10.41,751,274,104,150,30,78,188,45,157,65.00,30.00,18.00,1312.82,1670.25,4434.32,3417,Qrcp,sandy loam,0.11,0.97,2.31,0.11,717.91,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
388,Z5a,259.976745,17.58585875,180.550582,-0.999953829,100,0,0.00,10.41,751,274,104,150,30,78,188,45,157,65.00,30.00,18.00,1312.82,1670.25,4434.32,3417,Qrcp,sandy clay loam,0.11,0.97,2.31,0.11,717.91,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
389,Z6,275.071838,11.88888,260.44989,-0.165910133,100,0,0.00,11.98,762,278,106,150,30,78,187,45,157,66.00,30.00,18.00,3809.41,6407.86,8490.18,3417,Qrcp,loamy sand,-0.17,1.21,3.32,-0.21,703.43,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
390,Z7,327.798675,55.414955,181.680236,-0.999570034,100,0,0.00,7.78,783,286,109,150,29,76,185,46,156,67.00,28.92,19.00,1320.94,1680.59,4283.22,3417,Qrcp,sandy loam,-0.33,-0.08,3.09,0.03,703.80,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
391,Z8,256.830139,5.2590175,169.211349,-0.982324347,100,0,0.61,9.10,769,282,106,149,31,79,187,46,156,66.00,31.00,18.00,1386.13,1910.84,4727.83,3417,Qrcp,sandy clay loam,-0.47,1.41,2.77,-0.67,684.37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
392,Z9,252.481475,4.661667813,237.662933,-0.534899072,100,0,0.00,8.83,766,281,106,149,31,79,188,46,156,66.00,31.00,18.00,2251.65,4809.60,7815.28,3417,Qrcp,sandy clay loam,-1.28,-0.05,5.23,0.07,756.45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
393,Z10,278.726898,3.107340625,310.879089,0.654464909,100,0,1.59,9.23,706,241,108,144,32,77,182,45,156,66.00,32.00,19.00,8033.61,8237.88,6715.28,3990,Dg400,sandy clay loam,-0.25,8.71,4.06,-2.18,1119.43,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
394,Z11,273.972961,5.27625,77.200622,0.221537911,100,0,0.61,10.74,707,242,107,144,32,78,183,45,156,66.00,32.00,19.00,5695.87,7620.16,8289.13,3990,Dg400,sandy clay,-0.86,5.35,5.54,-4.58,1123.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
395,Z12,247.548736,1.925618906,2.76045,0.998839619,100,0,2.58,11.82,704,244,105,145,32,79,185,45,157,65.00,32.00,18.00,10886.60,8024.31,3649.37,3990,Dg400,sandy clay loam,1.10,9.96,4.40,10.96,1137.26,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
396,Z13,244.095718,1.45902375,9.50529,0.986270359,100,0,3.80,14.55,703,244,105,145,32,79,185,45,157,65.00,32.00,18.00,10814.25,8117.31,3872.87,3990,Dg400,sandy clay loam,0.76,10.13,8.18,7.66,1283.28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
397,Z14,229.411392,1.657064844,335.114593,0.907151221,100,0,2.72,10.19,710,250,104,145,33,80,186,45,157,65.00,33.00,18.00,10092.18,8288.74,4800.75,3857,Czss,clay loam,1.32,13.70,4.18,18.07,1339.81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,Z15,225.493011,1.578809219,297.584136,0.463050646,100,0,4.61,11.82,712,252,104,146,33,80,187,45,157,65.00,33.00,18.00,6852.67,7339.43,7284.44,3857,Czss,sandy clay,-0.36,-1.66,5.39,0.60,871.81,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
399,Z16,225.493011,1.578809219,297.584136,0.463050646,100,0,4.61,11.82,712,252,104,146,33,80,187,45,157,65.00,33.00,18.00,6852.67,7339.43,7284.44,3857,Czss,sandy clay loam,-0.36,-1.66,5.39,0.60,871.81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,Z17,229.758224,0.460524141,297.674011,0.464440389,100,0,3.63,14.73,722,257,105,146,33,80,187,45,157,65.00,33.00,18.00,6994.07,8127.54,7680.06,3909,Qa,sandy clay,-2.07,7.74,3.55,-16.02,843.66,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
401,Z18,231.162887,1.199521797,221.82196,-0.74522048,100,0,0.00,10.58,726,259,105,147,32,80,187,45,157,65.00,32.00,18.00,1503.63,3544.21,6751.33,3417,Qrcp,sandy clay loam,0.30,-1.60,4.28,-0.48,684.87,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
402,Z19,237.594619,1.43192625,257.714202,-0.212788198,100,0,2.49,13.92,736,264,105,147,32,80,187,45,157,65.82,32.00,18.00,3567.64,5699.94,8029.02,3417,Qrcp,sandy loam,0.05,-3.87,4.59,-0.21,859.22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
403,Z20a,238.233489,1.030225703,257.795745,-0.211397382,100,0,2.44,11.55,741,266,105,147,32,80,187,45,157,66.00,32.00,18.00,3574.29,5705.65,8031.08,3417,Qrcp,sandy loam,-0.60,4.77,4.15,-2.84,799.53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
404,Z20,238.233489,1.030225703,257.795745,-0.211397382,100,0,2.44,11.55,741,266,105,147,32,80,187,45,157,66.00,32.00,18.00,3574.29,5705.65,8031.08,3417,Qrcp,sandy loam,-0.60,4.77,4.15,-2.84,799.53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,Z21,247.246307,3.97009125,239.744659,-0.5038545,100,0,1.62,11.37,755,274,106,148,31,79,187,45,156,66.00,31.00,18.00,2372.74,4971.49,7926.40,3417,Qrcp,sandy clay,0.26,0.07,4.74,0.02,821.91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,Z22,223.760589,0.329225117,328.305053,0.850857448,100,0,4.80,14.72,720,260,102,149,32,80,189,45,157,64.00,32.00,17.00,9550.20,8339.77,5385.28,3636,Czss,sandy clay,0.11,-1.68,3.52,-0.19,606.69,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
407,Z23,221.607177,0.465619141,275.583404,0.097294623,100,0,4.97,15.35,715,258,101,148,32,80,189,45,157,64.00,32.00,17.00,5041.57,7243.69,8409.71,3614,Qrcp,sandy loam,-0.10,-1.31,3.03,0.13,589.89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
408,Z24,214.435409,0.238517129,272.550354,0.044497377,100,0,5.99,15.78,699,250,100,148,32,81,189,45,158,64.00,32.00,17.00,4771.17,7078.25,8431.34,3614,Qrcp,sandy clay loam,-0.20,-0.58,3.03,0.12,600.88,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
409,Z25,228.32022,1.058332813,235.825912,-0.561709273,100,0,3.62,13.62,707,254,101,149,31,80,189,45,158,64.00,31.00,17.00,2144.94,4664.77,7714.14,3417,Qrcp,sandy clay loam,-0.03,-0.41,2.21,0.01,572.44,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
410,Z26,233.100006,1.492031094,222.608489,-0.735996792,100,0,3.50,11.33,712,256,101,149,31,80,188,45,158,64.00,31.00,17.00,1523.24,3593.07,6795.16,3417,Qrcp,sandy clay loam,-0.04,-0.45,2.64,0.02,581.69,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,Z27,240.555679,4.675568438,234.408966,-0.581995724,100,0,0.60,10.86,722,261,102,149,31,79,188,45,157,65.00,31.00,17.00,2058.48,4544.17,7621.40,3417,Qrcp,sandy loam,-0.03,-0.13,2.30,0.00,590.59,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
412,Z28,223.205398,0.908520547,165.391326,-0.967670999,100,0,3.88,14.45,714,258,101,149,32,80,189,45,158,64.00,32.00,17.00,1403.46,2057.28,4913.17,3292,Qa,sandy loam,0.09,0.05,2.89,0.00,615.33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
